incident_id,date,time,province,district,road_type,latitude,longitude,weather,visibility_meters,temperature_c,wind_speed_kmh,lighting,road_condition,surface_material,number_of_lanes,speed_limit_kmh,road_curvature,road_gradient,median_type,shoulder_available,num_vehicles,vehicle_types,vehicle_avg_age_years,overloading_detected,driver_age,helmet_usage,seatbelt_usage,mobile_phone_suspected,alcohol_drug_suspected,speed_at_impact_kmh,evasive_action,accident_cause,collision_type,impact_point,num_collisions,traffic_volume_per_hour,peak_off_peak,distance_to_hospital_km,expected_response_min,fatalities,serious_injuries,minor_injuries,property_damage_level,severity
PK-2024-00074,2024-07-01,20:09,KPK,Mardan,Residential,32.7438,72.7421,Heavy Rain,836,27.3,2.8,Daylight,Potholed,Concrete,2,60,Gentle,Flat,Painted,Yes,4,Truck;Car;Motorcycle;Motorcycle,6.4,Yes,16,Yes,Not Applicable,No,No,65,Braking,Animal Crossing,Multi-vehicle pileup,Rear,1,1564,Peak,5.9,11.8,0,1,4,Severe,High
PK-2024-00075,2024-12-21,14:06,KPK,Swat,Highway,32.2942,72.4877,Rain,216,19.2,11.2,Daylight,Dry,Concrete,4,60,Straight,Flat,Painted,Yes,3,Truck;Truck;Truck,17.8,No,39,Yes,No,Yes,No,55,Swerving,Speeding,Rollover,Rear,2,653,Off-peak,3.5,11.8,0,1,2,Moderate,Medium
PK-2024-00076,2024-04-21,01:05,Sindh,Hyderabad,Urban,26.7728,68.7942,Fog,301,29.7,1.1,Street-lit,Dry,Asphalt,3,50,Sharp,Flat,None,No,3,Auto-rickshaw;Motorcycle;Motorcycle,6.2,No,16,No,No,No,No,50,None,Human Error,Rear-end,Rear,1,545,Peak,28.2,38.7,0,0,3,Moderate,Medium
PK-2024-00077,2024-09-05,11:18,Punjab,Multan,Residential,29.8417,73.9779,Haze,289,14.2,2.1,Daylight,Flooding,Asphalt,3,40,Gentle,Downhill,Painted,Yes,2,Motorcycle;Car,10.0,No,34,Yes,No,No,No,55,Swerving,Signal Violation,Multi-vehicle pileup,Rear,2,1744,Off-peak,5.0,13.2,0,2,4,Severe,High
PK-2024-00078,2024-07-09,22:12,KPK,Swat,Rural,32.4865,70.9971,Cloudy,215,22.9,5.8,Street-lit,Flooding,Gravel,1,40,Sharp,Downhill,None,Yes,2,Motorcycle;Motorcycle,19.2,No,24,No,No,No,No,50,Braking,Mobile Phone,Rear-end,Front,2,1330,Off-peak,9.5,15.3,0,1,2,Severe,High
PK-2024-00079,2024-06-20,04:16,Punjab,Bahawalpur,Highway,30.4363,74.9467,Clear,100,21.1,1.4,Unlit,Icy,Asphalt,4,100,Sharp,Flat,Physical,No,1,Bus,8.8,No,40,Partial,Yes,No,No,115,None,Overloading,Rear-end,Front,1,740,Peak,0.9,4.7,0,1,3,Moderate,High
PK-2024-00080,2024-07-02,17:04,Islamabad,Islamabad,Highway,32.4823,71.9629,Heavy Rain,186,20.0,25.1,Daylight,Dry,Asphalt,6,80,Gentle,Downhill,Painted,No,1,Auto-rickshaw,8.6,Yes,35,Partial,Yes,No,No,75,Braking,Mechanical Failure,Pedestrian,Front,1,430,Peak,14.9,24.9,0,3,4,Moderate,High
PK-2024-00081,2024-08-09,22:48,Islamabad,Islamabad,Rural,33.0546,72.5656,Rain,316,18.3,11.2,Tunnel,Wet,Asphalt,4,100,Straight,Flat,Physical,Yes,3,Motorcycle;Truck;Car,2.2,No,30,Yes,Not Applicable,No,No,95,None,Human Error,Rear-end,Side,1,906,Peak,6.0,13.9,0,2,1,Minor,Medium
PK-2024-00082,2024-12-16,17:55,Punjab,Sargodha,Residential,30.9504,73.6001,Clear,192,28.3,15.9,Daylight,Potholed,Asphalt,3,50,Sharp,Downhill,Painted,No,2,Motorcycle;Bus,3.8,No,41,Yes,Yes,No,No,55,Braking,Speeding,Rear-end,Rear,3,323,Off-peak,11.1,16.6,0,0,1,None,Low
PK-2024-00083,2024-02-14,00:02,Punjab,Sargodha,Rural,31.7124,72.3054,Clear,249,34.4,21.4,Daylight,Potholed,Concrete,4,60,Straight,Flat,Painted,Yes,2,Car;Bicycle,15.6,No,16,Yes,Not Applicable,No,No,100,None,Signal Violation,Head-on,Front,1,189,Off-peak,7.1,16.2,1,4,3,Total,Critical
PK-2024-00084,2024-04-01,23:26,Punjab,Rawalpindi,Urban,30.9865,73.069,Heavy Rain,221,27.0,1.2,Dawn-Dusk,Potholed,Gravel,4,50,Straight,Downhill,Painted,Yes,1,Motorcycle,8.6,No,30,Partial,Yes,No,No,70,Braking,Signal Violation,Side-swipe,Side,2,1199,Off-peak,0.5,8.5,0,0,3,Minor,Medium
PK-2024-00085,2024-06-05,16:51,Sindh,Nawabshah,Rural,24.085,68.7213,Cloudy,51,28.6,3.0,Street-lit,Potholed,Asphalt,2,110,Straight,Uphill,Painted,Yes,1,Auto-rickshaw,4.9,No,29,Yes,Not Applicable,No,Unknown,110,None,Drunk Driving,Side-swipe,Front,2,1120,Off-peak,3.8,12.2,0,2,1,Moderate,Medium
PK-2024-00086,2024-09-04,01:41,Balochistan,Gwadar,Highway,30.4538,65.7437,Rain,435,33.4,29.8,Daylight,Muddy,Asphalt,2,60,Sharp,Downhill,None,Yes,2,Truck;Motorcycle,11.2,Yes,40,Yes,No,No,No,80,None,Speeding,Rollover,Side,1,1080,Peak,30.8,40.9,2,3,3,Total,Critical
PK-2024-00087,2024-07-13,07:26,Punjab,Faisalabad,Urban,30.7285,73.658,Rain,318,16.2,23.6,Daylight,Dry,Asphalt,4,50,Straight,Downhill,Physical,No,3,Truck;Car;Motorcycle,2.6,No,31,Partial,Not Applicable,Yes,No,55,None,Signal Violation,Rear-end,Rear,2,1258,Peak,8.2,16.6,0,0,2,Minor,Low
PK-2024-00088,2024-06-26,04:55,Punjab,Lahore,Rural,32.4638,74.9138,Rain,892,33.0,11.4,Street-lit,Construction,Gravel,4,50,Gentle,Uphill,Painted,No,2,Car;Motorcycle,17.4,No,36,No,Partial,No,No,70,Swerving,Human Error,Head-on,Side,2,1155,Off-peak,40.6,56.1,0,1,2,Severe,High
PK-2024-00089,2024-10-24,04:04,Balochistan,Turbat,Rural,29.0577,65.8774,Fog,800,14.8,11.6,Street-lit,Muddy,Asphalt,2,100,Straight,Uphill,Painted,Yes,2,Motorcycle;Motorcycle,10.5,No,58,No,Yes,No,No,100,None,Human Error,Pedestrian,Front,1,968,Off-peak,8.2,10.2,1,3,3,Severe,Critical
PK-2024-00090,2024-07-26,12:37,KPK,Mardan,Urban,34.418,70.2604,Rain,380,28.6,10.3,Unlit,Wet,Dirt,2,100,Straight,Downhill,None,No,2,Truck;Motorcycle,7.5,No,31,Yes,Not Applicable,No,No,95,None,Animal Crossing,Side-swipe,Rear,2,1611,Peak,3.0,5.5,0,0,2,Moderate,Medium
PK-2024-00091,2024-12-21,21:18,Punjab,Multan,Residential,31.2966,73.2471,Cloudy,62,27.9,1.6,Daylight,Dry,Asphalt,2,40,Straight,Downhill,Physical,Yes,2,Truck;Motorcycle,13.1,No,53,No,No,No,No,80,Swerving,Speeding,Side-swipe,Rear,2,1143,Off-peak,1.5,10.0,0,1,1,Minor,Medium
PK-2024-00092,2024-07-24,01:12,Sindh,Nawabshah,Highway,25.8325,67.3888,Fog,301,30.6,20.4,Street-lit,Dry,Asphalt,2,50,Sharp,Flat,Physical,No,2,Auto-rickshaw;Motorcycle,5.8,No,45,Yes,Yes,No,No,70,Braking,Speeding,Multi-vehicle pileup,Rear,2,518,Peak,18.7,33.6,3,4,3,Total,Critical
PK-2024-00093,2024-10-11,07:55,Punjab,Sargodha,Residential,32.4767,74.2631,Clear,268,25.0,5.9,Daylight,Construction,Asphalt,2,120,Straight,Flat,Physical,Yes,3,Car;Motorcycle;Car,3.7,No,34,No,Yes,Yes,Yes,125,None,Speeding,Side-swipe,Side,1,348,Peak,29.9,40.7,0,1,2,Moderate,Medium
PK-2024-00094,2024-05-21,09:48,Balochistan,Khuzdar,Rural,28.8522,67.2539,Haze,1041,33.2,5.1,Street-lit,Potholed,Asphalt,6,50,Sharp,Flat,None,No,3,Truck;Auto-rickshaw;Auto-rickshaw,12.3,No,30,Partial,Yes,No,No,55,Braking,Speeding,Pedestrian,Side,1,1448,Peak,2.7,7.8,0,0,2,Minor,Low
PK-2024-00095,2024-05-08,06:00,Sindh,Hyderabad,Urban,24.4606,68.187,Clear,193,24.1,1.8,Tunnel,Dry,Asphalt,2,80,Straight,Flat,None,Yes,3,Auto-rickshaw;Bicycle;Truck,16.7,No,66,No,Yes,No,Unknown,75,None,Mobile Phone,Rear-end,Side,3,1922,Peak,3.9,8.9,0,1,2,Minor,Medium
PK-2024-00096,2024-06-22,15:24,Sindh,Nawabshah,Rural,25.4105,67.3709,Clear,290,16.3,5.6,Daylight,Dry,Asphalt,3,110,Straight,Flat,Physical,No,3,Car;Motorcycle;Car,3.1,No,38,No,Yes,No,No,125,Swerving,Human Error,Head-on,Rear,1,577,Peak,4.3,9.0,0,1,2,Moderate,Medium
PK-2024-00097,2024-09-22,19:26,Punjab,Sialkot,Highway,29.8596,74.9971,Heavy Rain,621,33.0,6.9,Unlit,Potholed,Concrete,2,50,Hairpin,Uphill,Painted,No,2,Motorcycle;Car,9.0,No,46,No,No,No,No,55,Braking,Human Error,Rear-end,Roof,1,1149,Peak,1.9,11.3,0,1,3,Severe,High
PK-2024-00098,2024-02-27,03:01,Punjab,Rawalpindi,Highway,32.0963,73.1591,Cloudy,250,31.5,5.6,Unlit,Flooding,Concrete,4,110,Gentle,Downhill,Physical,No,2,Motorcycle;Truck,11.3,No,46,No,Yes,No,No,110,Braking,Animal Crossing,Fixed-object,Side,1,1353,Off-peak,10.2,20.1,2,4,2,Total,Critical
PK-2024-00099,2024-04-26,13:23,Punjab,Faisalabad,Urban,29.7068,73.78,Cloudy,469,33.2,17.5,Daylight,Muddy,Asphalt,4,40,Sharp,Flat,Painted,Yes,4,Car;Car;Car;Motorcycle,10.9,No,16,No,No,Yes,No,40,Braking,Human Error,Head-on,Rear,1,227,Off-peak,33.4,41.5,0,2,3,Severe,High
PK-2024-00100,2024-08-19,02:03,Islamabad,Islamabad,Residential,32.4857,72.8596,Cloudy,470,35.1,6.9,Daylight,Potholed,Asphalt,2,40,Straight,Flat,Painted,Yes,5,Motorcycle;Car;Motorcycle;Motorcycle;Motorcycle,3.0,Yes,23,No,Yes,No,No,40,Braking,Signal Violation,Rear-end,Side,3,1992,Off-peak,4.3,9.4,0,0,2,None,Low
PK-2024-00101,2024-08-21,06:21,Punjab,Multan,Highway,32.0405,73.1365,Dust Storm,257,27.6,1.0,Daylight,Wet,Asphalt,2,40,Gentle,Flat,Physical,No,4,Motorcycle;Car;Car;Motorcycle,10.1,Yes,17,Yes,Yes,No,Unknown,60,None,Human Error,Rollover,Side,2,1046,Peak,8.7,17.5,1,4,2,Total,Critical
PK-2024-00102,2024-06-20,03:40,KPK,Dera Ismail Khan,Rural,32.4687,71.3521,Cloudy,82,32.6,6.6,Daylight,Dry,Asphalt,2,60,Straight,Uphill,None,No,3,Bus;Motorcycle;Bicycle,9.1,No,23,No,Yes,No,No,80,Braking,Human Error,Multi-vehicle pileup,Front,1,1311,Peak,12.0,15.3,0,2,4,Severe,High
PK-2024-00103,2024-04-21,02:18,Punjab,Sargodha,Urban,32.0956,72.954,Rain,1500,30.0,9.9,Tunnel,Wet,Concrete,4,40,Straight,Flat,Physical,No,2,Motorcycle;Car,13.2,No,31,Yes,Partial,No,No,70,Braking,Mechanical Failure,Fixed-object,Roof,1,677,Off-peak,4.1,5.8,0,0,2,None,Low
PK-2024-00104,2024-12-17,21:24,Sindh,Larkana,Rural,24.2133,67.8528,Haze,75,35.7,1.3,Daylight,Wet,Asphalt,2,60,Sharp,Downhill,Painted,No,2,Motorcycle;Car,17.4,No,33,Yes,No,Yes,No,65,Braking,Signal Violation,Rollover,Side,1,537,Off-peak,0.5,6.3,0,0,2,Minor,Medium
PK-2024-00105,2024-08-08,12:51,Punjab,Multan,Urban,29.8524,74.6538,Cloudy,1500,34.4,10.5,Unlit,Dry,Asphalt,4,120,Straight,Uphill,Painted,No,2,Bus;Car,13.0,No,35,Partial,Partial,No,No,125,None,Animal Crossing,Head-on,Front,1,1011,Peak,10.8,17.3,0,0,2,Moderate,Medium
PK-2024-00106,2024-02-02,19:50,Punjab,Sargodha,Urban,30.6529,74.6045,Rain,21,41.1,26.6,Unlit,Construction,Asphalt,2,60,Straight,Flat,Physical,No,2,Car;Motorcycle,14.2,Yes,23,No,Yes,Yes,No,60,Braking,Overloading,Rollover,Front,1,548,Off-peak,0.7,6.7,3,4,2,Total,Critical
PK-2024-00107,2024-08-22,23:49,Sindh,Karachi,Rural,26.5702,67.3673,Cloudy,480,21.4,9.5,Street-lit,Construction,Asphalt,2,40,Sharp,Flat,Physical,No,2,Car;Bus,3.3,Yes,19,Partial,Yes,No,No,40,None,Human Error,Side-swipe,Side,2,1596,Off-peak,0.9,7.1,0,0,0,None,Low
PK-2024-00108,2024-01-04,14:46,KPK,Dera Ismail Khan,Urban,34.5609,71.1909,Dust Storm,195,30.4,13.8,Daylight,Flooding,Asphalt,1,60,Hairpin,Uphill,Physical,Yes,3,Car;Car;Car,11.6,No,16,No,Not Applicable,No,Yes,55,Swerving,Speeding,Multi-vehicle pileup,Side,1,1606,Peak,23.2,34.2,1,3,1,Total,Critical
PK-2024-00109,2024-01-18,16:03,KPK,Peshawar,Rural,33.4585,72.2251,Clear,20,33.9,13.8,Street-lit,Dry,Concrete,1,60,Sharp,Downhill,Physical,No,3,Motorcycle;Motorcycle;Motorcycle,11.2,No,35,Yes,No,No,No,90,None,Overloading,Side-swipe,Rear,1,183,Off-peak,47.3,64.7,0,2,3,Severe,High
PK-2024-00110,2024-07-25,23:59,Punjab,Bahawalpur,Rural,29.971,74.3349,Clear,220,17.4,12.7,Street-lit,Potholed,Asphalt,2,60,Straight,Flat,Physical,Yes,2,Truck;Motorcycle,18.1,Yes,32,Yes,Yes,No,No,90,Braking,Speeding,Fixed-object,Side,1,1532,Off-peak,2.8,8.5,0,1,3,Severe,High
PK-2024-00111,2024-07-01,14:16,KPK,Swat,Rural,32.7089,70.8892,Cloudy,54,15.8,8.9,Street-lit,Flooding,Asphalt,4,40,Sharp,Flat,Physical,Yes,2,Bus;Car,2.3,Yes,34,Yes,Yes,No,No,50,Braking,Speeding,Head-on,Front,1,650,Off-peak,10.9,22.6,2,4,2,Severe,Critical
PK-2024-00112,2024-01-05,21:40,Punjab,Multan,Urban,30.2135,74.4855,Clear,559,35.9,14.2,Street-lit,Wet,Asphalt,3,80,Gentle,Flat,None,No,2,Motorcycle;Motorcycle,12.5,Yes,25,No,No,No,Unknown,80,Braking,Speeding,Rollover,Roof,1,1815,Peak,7.1,10.1,0,2,4,Moderate,High
PK-2024-00113,2024-11-25,15:52,Islamabad,Islamabad,Urban,33.4936,72.3956,Clear,671,29.6,6.9,Dawn-Dusk,Dry,Gravel,4,120,Straight,Flat,Painted,Yes,2,Motorcycle;Car,10.6,No,21,No,Yes,No,No,125,Braking,Wrong Side,Side-swipe,Front,2,676,Off-peak,2.6,7.7,0,0,2,None,Low
PK-2024-00114,2024-09-03,13:24,KPK,Swat,Urban,34.3093,72.1723,Fog,473,30.2,10.4,Dawn-Dusk,Construction,Concrete,4,50,Gentle,Uphill,Physical,Yes,3,Car;Car;Motorcycle,14.0,No,37,Yes,Yes,Yes,Unknown,55,Braking,Speeding,Multi-vehicle pileup,Front,2,603,Peak,3.7,7.1,0,2,3,Moderate,High
PK-2024-00115,2024-09-28,05:00,Punjab,Rawalpindi,Residential,30.8038,72.5454,Fog,628,21.6,6.6,Daylight,Potholed,Gravel,4,40,Straight,Uphill,Painted,Yes,2,Bus;Motorcycle,16.8,Yes,45,Yes,Partial,No,No,80,None,Mechanical Failure,Side-swipe,Roof,2,1772,Peak,1.5,12.1,1,2,3,Severe,High
PK-2024-00116,2024-06-18,08:55,Punjab,Rawalpindi,Urban,30.5211,74.0693,Haze,79,20.5,13.9,Unlit,Potholed,Asphalt,4,50,Sharp,Flat,Physical,No,3,Car;Motorcycle;Motorcycle,4.4,No,26,No,Yes,No,No,80,Braking,Human Error,Pedestrian,Front,1,566,Peak,13.6,19.2,3,4,1,Total,Critical
PK-2024-00117,2024-03-04,00:00,Punjab,Sargodha,Urban,29.8341,72.3972,Clear,182,32.5,12.9,Daylight,Icy,Dirt,4,40,Straight,Flat,Painted,No,2,Car;Auto-rickshaw,17.9,Yes,46,Yes,Partial,No,No,35,Swerving,Wrong Side,Fixed-object,Front,2,583,Peak,15.3,23.8,0,0,0,None,Low
PK-2024-00118,2024-09-27,22:02,Punjab,Multan,Residential,30.5343,73.7711,Fog,168,36.9,51.2,Unlit,Icy,Asphalt,2,50,Straight,Flat,None,No,3,Auto-rickshaw;Car;Truck,9.2,No,31,No,Not Applicable,No,No,55,Braking,Speeding,Head-on,Side,1,725,Off-peak,6.5,16.4,1,3,2,Total,Critical
PK-2024-00119,2024-02-06,13:44,Sindh,Hyderabad,Urban,25.2454,69.4683,Rain,624,20.4,5.4,Daylight,Dry,Gravel,4,50,Straight,Uphill,Painted,Yes,2,Auto-rickshaw;Truck,14.3,Yes,34,No,Yes,No,No,50,Braking,Signal Violation,Side-swipe,Side,2,266,Peak,71.8,89.8,0,0,1,None,Low
PK-2024-00120,2024-04-15,20:30,Punjab,Rawalpindi,Residential,30.4475,72.5444,Haze,599,34.5,0.6,Street-lit,Wet,Asphalt,3,50,Gentle,Uphill,Physical,No,1,Car,2.1,Yes,23,Yes,Yes,No,No,90,None,Human Error,Multi-vehicle pileup,Rear,1,1511,Peak,1.1,10.3,0,2,4,Severe,High
PK-2024-00121,2024-06-16,18:34,Punjab,Multan,Rural,31.9796,72.2211,Clear,88,22.9,18.7,Daylight,Wet,Gravel,3,60,Gentle,Flat,Painted,Yes,3,Car;Auto-rickshaw;Car,2.3,No,35,No,No,No,No,75,None,Wrong Side,Side-swipe,Front,1,1584,Off-peak,28.4,41.6,0,1,1,Minor,Medium
PK-2024-00122,2024-10-05,00:52,Punjab,Multan,Highway,31.1633,72.6657,Cloudy,177,18.6,29.8,Daylight,Wet,Asphalt,4,50,Straight,Flat,Painted,Yes,3,Bus;Motorcycle;Motorcycle,19.1,No,34,Yes,Yes,No,No,50,None,Human Error,Head-on,Front,1,912,Off-peak,26.8,37.7,0,1,1,Minor,Medium
PK-2024-00123,2024-05-17,03:55,Sindh,Hyderabad,Urban,26.4447,68.7465,Rain,128,35.9,10.3,Daylight,Muddy,Gravel,2,50,Straight,Uphill,Physical,No,2,Motorcycle;Truck,10.7,No,34,Partial,Not Applicable,No,No,50,None,Mechanical Failure,Side-swipe,Rear,1,1380,Peak,5.8,9.3,0,0,1,None,Low
PK-2024-00124,2024-02-12,23:23,Sindh,Sukkur,Residential,24.7101,69.076,Clear,536,19.5,7.3,Daylight,Muddy,Asphalt,2,100,Straight,Flat,Painted,No,3,Bus;Motorcycle;Car,4.8,No,57,No,Yes,No,No,110,None,Human Error,Fixed-object,Side,2,1328,Off-peak,48.7,61.1,0,2,4,Severe,High
PK-2024-00125,2024-05-07,03:42,Punjab,Lahore,Rural,30.1706,72.5052,Cloudy,20,20.5,14.1,Daylight,Dry,Asphalt,3,30,Straight,Flat,Physical,No,2,Auto-rickshaw;Car,9.4,No,17,No,Not Applicable,No,No,30,Braking,Speeding,Rear-end,Side,1,1842,Peak,3.4,5.4,0,0,1,Minor,Low
PK-2024-00126,2024-07-18,08:13,Sindh,Karachi,Urban,25.845,67.0945,Heavy Rain,20,29.2,39.1,Unlit,Dry,Asphalt,2,50,Straight,Downhill,Painted,No,2,Motorcycle;Truck,5.5,No,33,No,No,No,Unknown,70,None,Human Error,Rollover,Side,1,678,Off-peak,1.0,7.3,3,3,3,Severe,Critical
PK-2024-00127,2024-03-27,18:07,Balochistan,Turbat,Residential,30.4529,65.67,Clear,444,36.8,1.5,Daylight,Wet,Asphalt,6,50,Hairpin,Flat,None,Yes,2,Car;Motorcycle,16.7,No,26,No,No,Yes,No,50,Braking,Signal Violation,Multi-vehicle pileup,Side,2,747,Peak,4.0,9.5,0,1,1,Moderate,Medium
PK-2024-00128,2024-02-10,21:43,Sindh,Hyderabad,Highway,26.8081,66.8501,Clear,728,26.0,1.1,Street-lit,Wet,Asphalt,4,50,Hairpin,Flat,None,Yes,2,Truck;Motorcycle,8.6,No,29,No,No,No,No,60,Braking,Signal Violation,Rollover,Rear,1,371,Peak,5.9,11.9,0,1,2,Moderate,Medium
PK-2024-00129,2024-08-27,01:24,Balochistan,Quetta,Rural,28.152,65.1883,Rain,225,28.6,28.2,Daylight,Wet,Concrete,4,120,Gentle,Flat,Painted,Yes,2,Motorcycle;Motorcycle,10.6,No,34,Yes,Yes,No,No,130,Swerving,Speeding,Multi-vehicle pileup,Front,2,1797,Off-peak,6.8,16.7,1,4,1,Total,Critical
PK-2024-00130,2024-07-17,07:27,Punjab,Gujranwala,Urban,29.8672,74.0248,Cloudy,150,32.9,18.3,Tunnel,Icy,Asphalt,4,40,Straight,Uphill,Painted,Yes,2,Truck;Car,17.1,Yes,36,Yes,Yes,Yes,No,50,None,Wrong Side,Head-on,Side,1,1739,Peak,20.6,27.7,0,3,2,Severe,High
PK-2024-00131,2024-12-08,08:44,Balochistan,Quetta,Urban,30.2463,66.2178,Rain,231,30.3,5.5,Daylight,Dry,Asphalt,4,30,Gentle,Flat,Physical,Yes,1,Car,6.4,No,38,No,No,No,No,30,Braking,Signal Violation,Side-swipe,Front,1,987,Peak,0.6,4.6,0,0,0,None,Low
PK-2024-00132,2024-08-18,17:11,Punjab,Bahawalpur,Rural,32.1257,74.4757,Clear,45,38.6,15.8,Street-lit,Potholed,Asphalt,3,60,Straight,Flat,Physical,Yes,2,Motorcycle;Bus,10.6,Yes,35,No,Not Applicable,No,No,65,Swerving,Speeding,Rollover,Side,1,1777,Peak,80.0,90.0,1,3,2,Severe,Critical
PK-2024-00133,2024-05-26,13:55,Balochistan,Gwadar,Rural,29.4146,66.0351,Clear,190,31.8,9.5,Unlit,Icy,Asphalt,4,60,Hairpin,Flat,Physical,Yes,2,Car;Motorcycle,10.1,No,43,No,No,No,No,60,Braking,Human Error,Rollover,Rear,1,73,Off-peak,6.4,14.9,1,2,3,Severe,High
PK-2024-00134,2024-01-26,00:24,Punjab,Sialkot,Highway,31.4733,73.9528,Cloudy,322,33.1,1.0,Daylight,Potholed,Gravel,4,60,Straight,Flat,Physical,No,2,Truck;Truck,6.4,No,18,No,Partial,No,No,60,Braking,Signal Violation,Pedestrian,Side,1,185,Off-peak,11.7,19.2,0,0,3,Moderate,Medium
PK-2024-00135,2024-12-10,10:39,Balochistan,Gwadar,Rural,30.4351,66.3911,Fog,88,34.0,19.9,Unlit,Dry,Asphalt,4,100,Sharp,Downhill,None,Yes,2,Motorcycle;Bicycle,2.5,No,38,No,Yes,No,No,120,Braking,Human Error,Fixed-object,Front,1,1569,Peak,5.8,11.6,3,2,1,Total,Critical
PK-2024-00136,2024-04-09,07:19,Punjab,Rawalpindi,Urban,30.8287,73.9741,Heavy Rain,274,23.5,38.1,Daylight,Potholed,Asphalt,2,40,Straight,Flat,Painted,No,2,Bus;Motorcycle,15.9,No,25,No,No,Yes,Unknown,35,Braking,Wrong Side,Side-swipe,Rear,1,1868,Off-peak,13.4,25.6,0,2,1,Moderate,Medium
PK-2024-00137,2024-09-15,19:28,Punjab,Rawalpindi,Highway,32.3334,72.6232,Haze,20,31.0,7.5,Daylight,Dry,Gravel,4,50,Sharp,Uphill,None,Yes,2,Car;Motorcycle,12.3,No,25,Partial,No,No,No,50,Braking,Human Error,Head-on,Front,2,157,Off-peak,10.9,16.0,0,0,3,Moderate,Medium
PK-2024-00138,2024-12-06,02:27,Sindh,Hyderabad,Highway,25.6116,67.9043,Rain,91,28.0,12.1,Tunnel,Dry,Asphalt,4,40,Straight,Flat,None,No,2,Truck;Motorcycle,13.9,No,28,Partial,Yes,No,No,30,Braking,Speeding,Side-swipe,Front,2,1756,Peak,13.5,19.2,0,0,1,Minor,Low
PK-2024-00139,2024-02-18,04:28,Punjab,Rawalpindi,Residential,31.4863,74.637,Clear,201,27.9,0.7,Street-lit,Wet,Asphalt,2,40,Straight,Uphill,Physical,No,5,Bus;Motorcycle;Bus;Car;Motorcycle,17.1,No,37,No,No,Yes,Unknown,50,Swerving,Human Error,Side-swipe,Front,3,1262,Off-peak,7.5,10.4,0,0,1,None,Low
PK-2024-00140,2024-05-19,07:08,Punjab,Faisalabad,Urban,29.5283,73.7095,Haze,494,40.2,5.7,Street-lit,Dry,Asphalt,2,110,Hairpin,Flat,Painted,Yes,2,Motorcycle;Car,17.5,No,34,Partial,Partial,No,No,125,Braking,Speeding,Fixed-object,Rear,3,1158,Peak,12.1,21.2,1,2,4,Severe,High
PK-2024-00141,2024-11-06,13:30,Sindh,Larkana,Urban,25.2622,66.7134,Rain,381,25.2,10.9,Daylight,Flooding,Dirt,2,80,Gentle,Uphill,Physical,Yes,1,Truck,7.2,No,35,Yes,No,No,No,75,Swerving,Speeding,Rollover,Side,1,1235,Off-peak,6.1,10.0,1,3,1,Total,Critical
PK-2024-00142,2024-07-08,02:42,Punjab,Multan,Rural,32.1065,73.0851,Clear,64,31.3,14.5,Street-lit,Wet,Gravel,3,40,Sharp,Flat,Painted,Yes,2,Motorcycle;Auto-rickshaw,10.0,No,23,Yes,Yes,No,No,35,None,Wrong Side,Head-on,Side,1,459,Off-peak,8.1,12.0,0,2,3,Moderate,Medium
PK-2024-00143,2024-07-17,03:59,Sindh,Hyderabad,Residential,26.0581,66.8124,Fog,68,39.0,33.4,Street-lit,Muddy,Asphalt,1,40,Straight,Uphill,Painted,Yes,3,Auto-rickshaw;Car;Motorcycle,11.6,No,54,Yes,Not Applicable,No,No,60,Braking,Signal Violation,Fixed-object,Side,1,1812,Off-peak,18.7,26.0,0,1,2,Moderate,High
PK-2024-00144,2024-03-28,03:05,Punjab,Gujranwala,Rural,31.779,74.2587,Clear,258,41.6,20.4,Unlit,Dry,Asphalt,2,110,Sharp,Downhill,None,No,2,Motorcycle;Auto-rickshaw,14.3,No,31,Partial,No,No,Unknown,115,None,Human Error,Fixed-object,Rear,2,181,Peak,0.6,5.4,0,2,4,Severe,High
PK-2024-00145,2024-08-21,11:25,Punjab,Rawalpindi,Highway,29.8426,74.3158,Clear,301,36.2,2.3,Daylight,Flooding,Concrete,3,50,Hairpin,Flat,Painted,Yes,3,Bus;Auto-rickshaw;Motorcycle,11.5,No,39,No,No,No,No,90,None,Weather,Pedestrian,Front,2,1764,Off-peak,32.5,43.5,2,3,3,Total,Critical
PK-2024-00146,2024-08-26,12:39,Sindh,Hyderabad,Urban,25.9601,68.1484,Cloudy,317,27.8,7.6,Street-lit,Potholed,Gravel,4,30,Gentle,Uphill,Painted,No,3,Car;Motorcycle;Truck,14.9,No,37,Yes,Yes,No,No,45,None,Mechanical Failure,Head-on,Front,1,1389,Peak,1.5,13.4,0,0,1,Minor,Low
PK-2024-00147,2024-11-25,11:04,Punjab,Sargodha,Urban,31.3222,72.5292,Cloudy,454,15.1,6.1,Daylight,Dry,Concrete,2,100,Gentle,Downhill,None,Yes,5,Auto-rickshaw;Motorcycle;Motorcycle;Motorcycle;Bus,12.5,No,44,Yes,No,Yes,No,115,None,Speeding,Pedestrian,Rear,1,430,Off-peak,4.0,4.4,0,3,3,Moderate,High
PK-2024-00148,2024-03-09,05:13,KPK,Peshawar,Urban,33.7838,72.3938,Fog,727,50.0,18.9,Tunnel,Wet,Asphalt,6,60,Straight,Flat,None,Yes,2,Bus;Motorcycle,16.0,Yes,63,No,Yes,No,Yes,55,None,Weather,Pedestrian,Side,2,619,Peak,0.5,6.1,0,3,3,Moderate,High
